,Training Files,Training Labels
13832,data\stop\439c84f4_nohash_1.wav,stop
13833,data\stop\439c84f4_nohash_2.wav,stop
13834,data\stop\439c84f4_nohash_3.wav,stop
13835,data\stop\439c84f4_nohash_4.wav,stop
13836,data\stop\43fc47a7_nohash_0.wav,stop
13837,data\stop\43fc47a7_nohash_1.wav,stop
13838,data\stop\43fc47a7_nohash_2.wav,stop
13839,data\stop\4407ba92_nohash_0.wav,stop
13840,data\stop\44715c1c_nohash_0.wav,stop
13841,data\stop\44b5720d_nohash_0.wav,stop
13842,data\stop\44bc77f7_nohash_0.wav,stop
13843,data\stop\44bc77f7_nohash_1.wav,stop
13844,data\stop\44dad20e_nohash_0.wav,stop
13845,data\stop\44f68a83_nohash_0.wav,stop
13846,data\stop\45864319_nohash_0.wav,stop
13847,data\stop\45adf84a_nohash_0.wav,stop
13848,data\stop\46114b4e_nohash_0.wav,stop
13849,data\stop\46114b4e_nohash_1.wav,stop
13850,data\stop\4620dc14_nohash_0.wav,stop
13851,data\stop\462e1919_nohash_0.wav,stop
13852,data\stop\462e1919_nohash_1.wav,stop
13853,data\stop\462e1919_nohash_2.wav,stop
13854,data\stop\4634529e_nohash_0.wav,stop
13855,data\stop\4634529e_nohash_1.wav,stop
13856,data\stop\46a153d8_nohash_0.wav,stop
13857,data\stop\46a153d8_nohash_1.wav,stop
13858,data\stop\46a153d8_nohash_2.wav,stop
13859,data\stop\46a153d8_nohash_3.wav,stop
13860,data\stop\471a0925_nohash_0.wav,stop
13861,data\stop\471a0925_nohash_1.wav,stop
13862,data\stop\471a0925_nohash_2.wav,stop
13863,data\stop\471a0925_nohash_3.wav,stop
13864,data\stop\471a0925_nohash_4.wav,stop
13865,data\stop\47565088_nohash_0.wav,stop
13866,data\stop\47565088_nohash_1.wav,stop
13867,data\stop\479e64cc_nohash_0.wav,stop
13868,data\stop\479e64cc_nohash_1.wav,stop
13869,data\stop\47d01978_nohash_0.wav,stop
13870,data\stop\483e2a6f_nohash_0.wav,stop
13871,data\stop\48463cbc_nohash_0.wav,stop
13872,data\stop\48463cbc_nohash_1.wav,stop
13873,data\stop\48a8a69d_nohash_0.wav,stop
13874,data\stop\48a9f771_nohash_0.wav,stop
13875,data\stop\48a9f771_nohash_1.wav,stop
13876,data\stop\48a9f771_nohash_2.wav,stop
13877,data\stop\48bdc11c_nohash_0.wav,stop
13878,data\stop\48bfde8e_nohash_0.wav,stop
13879,data\stop\48e8b82a_nohash_0.wav,stop
13880,data\stop\48e8b82a_nohash_1.wav,stop
13881,data\stop\48e8b82a_nohash_2.wav,stop
13882,data\stop\48e8b82a_nohash_3.wav,stop
13883,data\stop\493392c6_nohash_0.wav,stop
13884,data\stop\4954abe8_nohash_0.wav,stop
13885,data\stop\49af4432_nohash_0.wav,stop
13886,data\stop\49af4432_nohash_1.wav,stop
13887,data\stop\49af4432_nohash_2.wav,stop
13888,data\stop\49af4432_nohash_3.wav,stop
13889,data\stop\49af4432_nohash_4.wav,stop
13890,data\stop\49f30eed_nohash_0.wav,stop
13891,data\stop\4a1e736b_nohash_0.wav,stop
13892,data\stop\4a1e736b_nohash_1.wav,stop
13893,data\stop\4a1e736b_nohash_2.wav,stop
13894,data\stop\4a1e736b_nohash_3.wav,stop
13895,data\stop\4a1e736b_nohash_4.wav,stop
13896,data\stop\4a4e28f1_nohash_0.wav,stop
13897,data\stop\4abb2400_nohash_0.wav,stop
13898,data\stop\4abefdf5_nohash_0.wav,stop
13899,data\stop\4abefdf5_nohash_1.wav,stop
13900,data\stop\4b25f620_nohash_0.wav,stop
13901,data\stop\4b39347d_nohash_0.wav,stop
13902,data\stop\4b39347d_nohash_1.wav,stop
13903,data\stop\4bb1244f_nohash_0.wav,stop
13904,data\stop\4bb1244f_nohash_1.wav,stop
13905,data\stop\4bba14ce_nohash_0.wav,stop
13906,data\stop\4c13fe25_nohash_0.wav,stop
13907,data\stop\4c13fe25_nohash_1.wav,stop
13908,data\stop\4c432947_nohash_0.wav,stop
13909,data\stop\4c432947_nohash_1.wav,stop
13910,data\stop\4c77947d_nohash_0.wav,stop
13911,data\stop\4c77947d_nohash_1.wav,stop
13912,data\stop\4c77947d_nohash_2.wav,stop
13913,data\stop\4d4e17f5_nohash_0.wav,stop
13914,data\stop\4d9e07cf_nohash_0.wav,stop
13915,data\stop\4e8c5516_nohash_0.wav,stop
13916,data\stop\4ec7d027_nohash_0.wav,stop
13917,data\stop\4f2ab70c_nohash_0.wav,stop
13918,data\stop\4f2ab70c_nohash_1.wav,stop
13919,data\stop\4f781a59_nohash_0.wav,stop
13920,data\stop\4f781a59_nohash_1.wav,stop
13921,data\stop\4f8ef132_nohash_0.wav,stop
13922,data\stop\4f8ef132_nohash_1.wav,stop
13923,data\stop\4fd4d073_nohash_0.wav,stop
13924,data\stop\4fe01997_nohash_0.wav,stop
13925,data\stop\50033893_nohash_0.wav,stop
13926,data\stop\50a8ef27_nohash_0.wav,stop
13927,data\stop\50a8ef27_nohash_1.wav,stop
13928,data\stop\51055bda_nohash_0.wav,stop
13929,data\stop\51055bda_nohash_1.wav,stop
13930,data\stop\51055bda_nohash_2.wav,stop
13931,data\stop\51055bda_nohash_3.wav,stop
13932,data\stop\51055bda_nohash_4.wav,stop
13933,data\stop\512dc91a_nohash_0.wav,stop
13934,data\stop\5165cf0a_nohash_0.wav,stop
13935,data\stop\5184ed3e_nohash_0.wav,stop
13936,data\stop\5184ed3e_nohash_1.wav,stop
13937,data\stop\5184ed3e_nohash_2.wav,stop
13938,data\stop\5188de0d_nohash_0.wav,stop
13939,data\stop\5188de0d_nohash_1.wav,stop
13940,data\stop\5195f0ec_nohash_0.wav,stop
13941,data\stop\5195f0ec_nohash_1.wav,stop
13942,data\stop\51eefcc6_nohash_0.wav,stop
13943,data\stop\51eefcc6_nohash_1.wav,stop
13944,data\stop\51f4d5b0_nohash_0.wav,stop
13945,data\stop\520b2c17_nohash_0.wav,stop
13946,data\stop\5236848b_nohash_0.wav,stop
13947,data\stop\528f9242_nohash_0.wav,stop
13948,data\stop\529eda42_nohash_0.wav,stop
13949,data\stop\529eda42_nohash_1.wav,stop
13950,data\stop\529eda42_nohash_2.wav,stop
13951,data\stop\52e228e9_nohash_0.wav,stop
13952,data\stop\52e228e9_nohash_1.wav,stop
13953,data\stop\531a5b8a_nohash_0.wav,stop
13954,data\stop\531a5b8a_nohash_1.wav,stop
13955,data\stop\533c6564_nohash_0.wav,stop
13956,data\stop\53458368_nohash_0.wav,stop
13957,data\stop\53458368_nohash_1.wav,stop
13958,data\stop\53fd1780_nohash_0.wav,stop
13959,data\stop\540d8427_nohash_0.wav,stop
13960,data\stop\541120c7_nohash_0.wav,stop
13961,data\stop\541120c7_nohash_1.wav,stop
13962,data\stop\54d9ccb5_nohash_0.wav,stop
13963,data\stop\54d9ccb5_nohash_1.wav,stop
13964,data\stop\54d9ccb5_nohash_2.wav,stop
13965,data\stop\54d9ccb5_nohash_3.wav,stop
13966,data\stop\551e42e8_nohash_0.wav,stop
13967,data\stop\55d3725a_nohash_0.wav,stop
13968,data\stop\5628d7b7_nohash_0.wav,stop
13969,data\stop\563aa4e6_nohash_0.wav,stop
13970,data\stop\563aa4e6_nohash_1.wav,stop
13971,data\stop\563aa4e6_nohash_2.wav,stop
13972,data\stop\563aa4e6_nohash_3.wav,stop
13973,data\stop\563aa4e6_nohash_4.wav,stop
13974,data\stop\5677ec77_nohash_0.wav,stop
13975,data\stop\5677ec77_nohash_1.wav,stop
13976,data\stop\569455ff_nohash_0.wav,stop
13977,data\stop\56cd307a_nohash_0.wav,stop
13978,data\stop\56cd307a_nohash_1.wav,stop
13979,data\stop\56eb74ae_nohash_0.wav,stop
13980,data\stop\56eb74ae_nohash_1.wav,stop
13981,data\stop\56eb74ae_nohash_2.wav,stop
13982,data\stop\56eb74ae_nohash_3.wav,stop
13983,data\stop\56eb74ae_nohash_4.wav,stop
13984,data\stop\57376a4c_nohash_0.wav,stop
13985,data\stop\57376a4c_nohash_1.wav,stop
13986,data\stop\57376a4c_nohash_2.wav,stop
13987,data\stop\573cdb8a_nohash_0.wav,stop
13988,data\stop\573cdb8a_nohash_1.wav,stop
13989,data\stop\573cdb8a_nohash_2.wav,stop
13990,data\stop\57b38f48_nohash_0.wav,stop
13991,data\stop\57b68383_nohash_0.wav,stop
13992,data\stop\57cb3575_nohash_0.wav,stop
13993,data\stop\587f3271_nohash_0.wav,stop
13994,data\stop\589bce2c_nohash_0.wav,stop
13995,data\stop\58df33b5_nohash_0.wav,stop
13996,data\stop\58df33b5_nohash_1.wav,stop
13997,data\stop\59b98a22_nohash_0.wav,stop
13998,data\stop\59c3a7f2_nohash_0.wav,stop
13999,data\stop\59c3a7f2_nohash_1.wav,stop
14000,data\stop\59fe87e6_nohash_0.wav,stop
14001,data\stop\59fe87e6_nohash_1.wav,stop
14002,data\stop\5a0bc987_nohash_0.wav,stop
14003,data\stop\5a9f7324_nohash_0.wav,stop
14004,data\stop\5a9f7324_nohash_1.wav,stop
14005,data\stop\5a9f7324_nohash_2.wav,stop
14006,data\stop\5ac04a92_nohash_0.wav,stop
14007,data\stop\5ac04a92_nohash_1.wav,stop
14008,data\stop\5ac04a92_nohash_2.wav,stop
14009,data\stop\5af0ca83_nohash_0.wav,stop
14010,data\stop\5af0ca83_nohash_1.wav,stop
14011,data\stop\5b09db89_nohash_0.wav,stop
14012,data\stop\5b09db89_nohash_1.wav,stop
14013,data\stop\5b09db89_nohash_2.wav,stop
14014,data\stop\5b09db89_nohash_3.wav,stop
14015,data\stop\5b09db89_nohash_4.wav,stop
14016,data\stop\5b26c81b_nohash_0.wav,stop
14017,data\stop\5b26c81b_nohash_1.wav,stop
14018,data\stop\5ba724a7_nohash_0.wav,stop
14019,data\stop\5ba724a7_nohash_1.wav,stop
14020,data\stop\5c39594f_nohash_0.wav,stop
14021,data\stop\5c39594f_nohash_1.wav,stop
14022,data\stop\5c39594f_nohash_2.wav,stop
14023,data\stop\5c39594f_nohash_3.wav,stop
14024,data\stop\5c39594f_nohash_4.wav,stop
14025,data\stop\5c8af87a_nohash_0.wav,stop
14026,data\stop\5c8af87a_nohash_1.wav,stop
14027,data\stop\5c8af87a_nohash_2.wav,stop
14028,data\stop\5c8af87a_nohash_3.wav,stop
14029,data\stop\5c8af87a_nohash_4.wav,stop
14030,data\stop\5d9bb361_nohash_0.wav,stop
14031,data\stop\5e033479_nohash_0.wav,stop
14032,data\stop\5e1b34a6_nohash_0.wav,stop
14033,data\stop\5e3dde6b_nohash_0.wav,stop
14034,data\stop\5e3dde6b_nohash_1.wav,stop
14035,data\stop\5e3dde6b_nohash_2.wav,stop
14036,data\stop\5e3dde6b_nohash_3.wav,stop
14037,data\stop\5e3dde6b_nohash_4.wav,stop
14038,data\stop\5eb5fc74_nohash_0.wav,stop
14039,data\stop\5efb758c_nohash_0.wav,stop
14040,data\stop\5f1b1051_nohash_0.wav,stop
14041,data\stop\5f1b1051_nohash_1.wav,stop
14042,data\stop\5f814c23_nohash_0.wav,stop
14043,data\stop\5f8e50a0_nohash_0.wav,stop
14044,data\stop\5fadb538_nohash_0.wav,stop
14045,data\stop\5fadb538_nohash_1.wav,stop
14046,data\stop\5fadb538_nohash_2.wav,stop
14047,data\stop\5fadb538_nohash_3.wav,stop
14048,data\stop\5fadb538_nohash_4.wav,stop
14049,data\stop\5fc3ed24_nohash_0.wav,stop
14050,data\stop\5fc3ed24_nohash_1.wav,stop
14051,data\stop\5fc3ed24_nohash_2.wav,stop
14052,data\stop\5fe4a278_nohash_0.wav,stop
14053,data\stop\5ff3f9a1_nohash_0.wav,stop
14054,data\stop\60472d26_nohash_0.wav,stop
14055,data\stop\605ed0ff_nohash_0.wav,stop
14056,data\stop\6078eb0d_nohash_0.wav,stop
14057,data\stop\6094340e_nohash_0.wav,stop
14058,data\stop\6094340e_nohash_1.wav,stop
14059,data\stop\6094340e_nohash_2.wav,stop
14060,data\stop\611d2b50_nohash_0.wav,stop
14061,data\stop\611d2b50_nohash_1.wav,stop
14062,data\stop\611d2b50_nohash_2.wav,stop
14063,data\stop\611d2b50_nohash_3.wav,stop
14064,data\stop\611d2b50_nohash_4.wav,stop
14065,data\stop\6166ae21_nohash_0.wav,stop
14066,data\stop\617de221_nohash_0.wav,stop
14067,data\stop\617de221_nohash_1.wav,stop
14068,data\stop\617de221_nohash_2.wav,stop
14069,data\stop\617de221_nohash_3.wav,stop
14070,data\stop\617de221_nohash_4.wav,stop
14071,data\stop\61a0d340_nohash_0.wav,stop
14072,data\stop\61a9f72a_nohash_0.wav,stop
14073,data\stop\61a9f72a_nohash_1.wav,stop
14074,data\stop\61bcb275_nohash_0.wav,stop
14075,data\stop\61d3e51e_nohash_0.wav,stop
14076,data\stop\620ff0fa_nohash_0.wav,stop
14077,data\stop\620ff0fa_nohash_1.wav,stop
14078,data\stop\62581901_nohash_0.wav,stop
14079,data\stop\62581901_nohash_1.wav,stop
14080,data\stop\62605293_nohash_0.wav,stop
14081,data\stop\62605293_nohash_1.wav,stop
14082,data\stop\62641b88_nohash_0.wav,stop
14083,data\stop\626e323f_nohash_0.wav,stop
14084,data\stop\626e323f_nohash_1.wav,stop
14085,data\stop\6272b231_nohash_0.wav,stop
14086,data\stop\627c0bec_nohash_0.wav,stop
14087,data\stop\62ef962d_nohash_0.wav,stop
14088,data\stop\6301e683_nohash_0.wav,stop
14089,data\stop\637c702a_nohash_0.wav,stop
14090,data\stop\637c702a_nohash_1.wav,stop
14091,data\stop\637c702a_nohash_2.wav,stop
14092,data\stop\63996b7c_nohash_0.wav,stop
14093,data\stop\63996b7c_nohash_1.wav,stop
14094,data\stop\6414258b_nohash_0.wav,stop
14095,data\stop\64220627_nohash_0.wav,stop
14096,data\stop\64220627_nohash_1.wav,stop
14097,data\stop\64220627_nohash_2.wav,stop
14098,data\stop\64f83f0e_nohash_0.wav,stop
14099,data\stop\64f83f0e_nohash_1.wav,stop
14100,data\stop\65040d9b_nohash_0.wav,stop
14101,data\stop\65079685_nohash_0.wav,stop
14102,data\stop\650daf8e_nohash_0.wav,stop
14103,data\stop\651d108f_nohash_0.wav,stop
14104,data\stop\652b3da7_nohash_0.wav,stop
14105,data\stop\653a48f5_nohash_0.wav,stop
14106,data\stop\656e8bb3_nohash_0.wav,stop
14107,data\stop\65c73b55_nohash_0.wav,stop
14108,data\stop\65d81c54_nohash_0.wav,stop
14109,data\stop\66774579_nohash_0.wav,stop
14110,data\stop\66a412a7_nohash_0.wav,stop
14111,data\stop\66a412a7_nohash_1.wav,stop
14112,data\stop\66aa0f29_nohash_0.wav,stop
14113,data\stop\66cbe2b3_nohash_0.wav,stop
14114,data\stop\66cff190_nohash_0.wav,stop
14115,data\stop\66cff190_nohash_1.wav,stop
14116,data\stop\6727b579_nohash_0.wav,stop
14117,data\stop\6727b579_nohash_1.wav,stop
14118,data\stop\6727b579_nohash_2.wav,stop
14119,data\stop\6727b579_nohash_3.wav,stop
14120,data\stop\6727b579_nohash_4.wav,stop
14121,data\stop\6794a793_nohash_0.wav,stop
14122,data\stop\67961766_nohash_0.wav,stop
14123,data\stop\67c7fecb_nohash_0.wav,stop
14124,data\stop\67fcdb05_nohash_0.wav,stop
14125,data\stop\682e1687_nohash_0.wav,stop
14126,data\stop\6846af18_nohash_0.wav,stop
14127,data\stop\6846af18_nohash_1.wav,stop
14128,data\stop\6846af18_nohash_2.wav,stop
14129,data\stop\686d030b_nohash_0.wav,stop
14130,data\stop\686d030b_nohash_1.wav,stop
14131,data\stop\686d030b_nohash_2.wav,stop
14132,data\stop\686d030b_nohash_3.wav,stop
14133,data\stop\686d030b_nohash_4.wav,stop
14134,data\stop\68dd409e_nohash_0.wav,stop
14135,data\stop\68dd409e_nohash_1.wav,stop
14136,data\stop\68dd409e_nohash_2.wav,stop
14137,data\stop\68effe85_nohash_0.wav,stop
14138,data\stop\68effe85_nohash_1.wav,stop
14139,data\stop\692a88e6_nohash_0.wav,stop
14140,data\stop\692a88e6_nohash_1.wav,stop
14141,data\stop\692a88e6_nohash_2.wav,stop
14142,data\stop\692a88e6_nohash_3.wav,stop
14143,data\stop\692a88e6_nohash_4.wav,stop
14144,data\stop\6940f7f3_nohash_0.wav,stop
14145,data\stop\6982fc2a_nohash_0.wav,stop
14146,data\stop\69953f48_nohash_0.wav,stop
14147,data\stop\69953f48_nohash_1.wav,stop
14148,data\stop\69f609ec_nohash_0.wav,stop
14149,data\stop\69f609ec_nohash_1.wav,stop
14150,data\stop\69f609ec_nohash_2.wav,stop
14151,data\stop\6a014b29_nohash_0.wav,stop
14152,data\stop\6a014b29_nohash_1.wav,stop
14153,data\stop\6a014b29_nohash_2.wav,stop
14154,data\stop\6a27a9bf_nohash_0.wav,stop
14155,data\stop\6a2fb9a5_nohash_0.wav,stop
14156,data\stop\6aafb34f_nohash_0.wav,stop
14157,data\stop\6aafb34f_nohash_1.wav,stop
14158,data\stop\6adb8ad9_nohash_0.wav,stop
14159,data\stop\6add0595_nohash_0.wav,stop
14160,data\stop\6af4aa07_nohash_0.wav,stop
14161,data\stop\6af4aa07_nohash_1.wav,stop
14162,data\stop\6c0f6493_nohash_0.wav,stop
14163,data\stop\6c0f6493_nohash_1.wav,stop
14164,data\stop\6c0f6493_nohash_2.wav,stop
14165,data\stop\6c0f6493_nohash_3.wav,stop
14166,data\stop\6c0f6493_nohash_4.wav,stop
14167,data\stop\6c2dd2d5_nohash_0.wav,stop
14168,data\stop\6c429c7b_nohash_0.wav,stop
14169,data\stop\6c429c7b_nohash_1.wav,stop
14170,data\stop\6c429c7b_nohash_2.wav,stop
14171,data\stop\6c429c7b_nohash_3.wav,stop
14172,data\stop\6c429c7b_nohash_4.wav,stop
14173,data\stop\6c9223bd_nohash_0.wav,stop
14174,data\stop\6c968bd9_nohash_0.wav,stop
14175,data\stop\6c968bd9_nohash_1.wav,stop
14176,data\stop\6c968bd9_nohash_2.wav,stop
14177,data\stop\6c968bd9_nohash_3.wav,stop
14178,data\stop\6c968bd9_nohash_4.wav,stop
14179,data\stop\6cb6eee7_nohash_0.wav,stop
14180,data\stop\6ceeb9aa_nohash_0.wav,stop
14181,data\stop\6ceeb9aa_nohash_1.wav,stop
14182,data\stop\6cf5459b_nohash_0.wav,stop
14183,data\stop\6cf5459b_nohash_1.wav,stop
14184,data\stop\6d1dcca6_nohash_0.wav,stop
14185,data\stop\6d2d3b0d_nohash_0.wav,stop
14186,data\stop\6d2d3b0d_nohash_1.wav,stop
14187,data\stop\6d818f6c_nohash_0.wav,stop
14188,data\stop\6d818f6c_nohash_1.wav,stop
14189,data\stop\6dfff95a_nohash_0.wav,stop
14190,data\stop\6e2ef3d5_nohash_0.wav,stop
14191,data\stop\6e2ef3d5_nohash_1.wav,stop
14192,data\stop\6e8b9b7b_nohash_0.wav,stop
14193,data\stop\6e8b9b7b_nohash_1.wav,stop
14194,data\stop\6f2c6f7e_nohash_0.wav,stop
14195,data\stop\6f2c6f7e_nohash_1.wav,stop
14196,data\stop\6f2f57c1_nohash_0.wav,stop
14197,data\stop\6f342826_nohash_0.wav,stop
14198,data\stop\6f5eea74_nohash_0.wav,stop
14199,data\stop\6f689791_nohash_0.wav,stop
14200,data\stop\6f689791_nohash_1.wav,stop
14201,data\stop\6f689791_nohash_2.wav,stop
14202,data\stop\6f7724f5_nohash_0.wav,stop
14203,data\stop\6f9088d7_nohash_0.wav,stop
14204,data\stop\6f9088d7_nohash_1.wav,stop
14205,data\stop\6fca237d_nohash_0.wav,stop
14206,data\stop\7014b07e_nohash_0.wav,stop
14207,data\stop\7014b07e_nohash_1.wav,stop
14208,data\stop\7081436f_nohash_0.wav,stop
14209,data\stop\708b8d51_nohash_0.wav,stop
14210,data\stop\7096522d_nohash_0.wav,stop
14211,data\stop\7096522d_nohash_1.wav,stop
14212,data\stop\70a00e98_nohash_0.wav,stop
14213,data\stop\70a00e98_nohash_1.wav,stop
14214,data\stop\70a00e98_nohash_2.wav,stop
14215,data\stop\70a00e98_nohash_3.wav,stop
14216,data\stop\70a00e98_nohash_4.wav,stop
14217,data\stop\7106d229_nohash_0.wav,stop
14218,data\stop\712e4d58_nohash_0.wav,stop
14219,data\stop\712e4d58_nohash_1.wav,stop
14220,data\stop\712e4d58_nohash_2.wav,stop
14221,data\stop\712e4d58_nohash_3.wav,stop
14222,data\stop\712e4d58_nohash_4.wav,stop
14223,data\stop\716757ce_nohash_0.wav,stop
14224,data\stop\716757ce_nohash_1.wav,stop
14225,data\stop\71904de3_nohash_0.wav,stop
14226,data\stop\71904de3_nohash_1.wav,stop
14227,data\stop\7192fddc_nohash_0.wav,stop
14228,data\stop\7195ffa6_nohash_0.wav,stop
14229,data\stop\71bf8f48_nohash_0.wav,stop
14230,data\stop\71e6ab20_nohash_0.wav,stop
14231,data\stop\71e6ab20_nohash_1.wav,stop
14232,data\stop\71e6ab20_nohash_2.wav,stop
14233,data\stop\71e6ab20_nohash_3.wav,stop
14234,data\stop\71f6fed7_nohash_0.wav,stop
14235,data\stop\71f6fed7_nohash_1.wav,stop
14236,data\stop\71f6fed7_nohash_2.wav,stop
14237,data\stop\7211390b_nohash_0.wav,stop
14238,data\stop\7211390b_nohash_1.wav,stop
14239,data\stop\7211390b_nohash_2.wav,stop
14240,data\stop\7211390b_nohash_3.wav,stop
14241,data\stop\7211390b_nohash_4.wav,stop
14242,data\stop\72198b96_nohash_0.wav,stop
14243,data\stop\721f767c_nohash_0.wav,stop
14244,data\stop\723efc4c_nohash_0.wav,stop
14245,data\stop\7257420c_nohash_0.wav,stop
14246,data\stop\726382d6_nohash_0.wav,stop
14247,data\stop\72aa7259_nohash_0.wav,stop
14248,data\stop\72aa7259_nohash_1.wav,stop
14249,data\stop\72aa7259_nohash_2.wav,stop
14250,data\stop\72be9202_nohash_0.wav,stop
14251,data\stop\7303215d_nohash_0.wav,stop
14252,data\stop\7303215d_nohash_1.wav,stop
14253,data\stop\73124b26_nohash_0.wav,stop
14254,data\stop\73124b26_nohash_1.wav,stop
14255,data\stop\7318280c_nohash_0.wav,stop
14256,data\stop\735845ab_nohash_0.wav,stop
14257,data\stop\735845ab_nohash_1.wav,stop
14258,data\stop\735845ab_nohash_2.wav,stop
14259,data\stop\735845ab_nohash_3.wav,stop
14260,data\stop\735845ab_nohash_4.wav,stop
14261,data\stop\73f0c1f7_nohash_0.wav,stop
14262,data\stop\73f0c1f7_nohash_1.wav,stop
14263,data\stop\742d6431_nohash_0.wav,stop
14264,data\stop\742d6431_nohash_1.wav,stop
14265,data\stop\742d6431_nohash_2.wav,stop
14266,data\stop\742d6431_nohash_3.wav,stop
14267,data\stop\742d6431_nohash_4.wav,stop
14268,data\stop\743edf9d_nohash_0.wav,stop
14269,data\stop\74551073_nohash_0.wav,stop
14270,data\stop\74551073_nohash_1.wav,stop
14271,data\stop\74551073_nohash_2.wav,stop
14272,data\stop\747e69fd_nohash_0.wav,stop
14273,data\stop\747e69fd_nohash_1.wav,stop
14274,data\stop\74b73f88_nohash_0.wav,stop
14275,data\stop\74b73f88_nohash_1.wav,stop
14276,data\stop\763188c4_nohash_0.wav,stop
14277,data\stop\763188c4_nohash_1.wav,stop
14278,data\stop\763188c4_nohash_2.wav,stop
14279,data\stop\763188c4_nohash_3.wav,stop
14280,data\stop\763188c4_nohash_4.wav,stop
14281,data\stop\76424fa5_nohash_0.wav,stop
14282,data\stop\765ffccb_nohash_0.wav,stop
14283,data\stop\765ffccb_nohash_1.wav,stop
14284,data\stop\76b58705_nohash_0.wav,stop
14285,data\stop\76e53db9_nohash_0.wav,stop
14286,data\stop\772db621_nohash_0.wav,stop
14287,data\stop\772db621_nohash_1.wav,stop
14288,data\stop\77655bdf_nohash_0.wav,stop
14289,data\stop\77655bdf_nohash_1.wav,stop
14290,data\stop\778a4a01_nohash_0.wav,stop
14291,data\stop\778a4a01_nohash_1.wav,stop
14292,data\stop\7799c9cd_nohash_0.wav,stop
14293,data\stop\77def3ee_nohash_0.wav,stop
14294,data\stop\77f185d3_nohash_0.wav,stop
14295,data\stop\78030270_nohash_0.wav,stop
14296,data\stop\782c1305_nohash_0.wav,stop
14297,data\stop\7846fd85_nohash_0.wav,stop
14298,data\stop\7846fd85_nohash_1.wav,stop
14299,data\stop\7846fd85_nohash_2.wav,stop
14300,data\stop\7846fd85_nohash_3.wav,stop
14301,data\stop\7846fd85_nohash_4.wav,stop
14302,data\stop\784e281a_nohash_0.wav,stop
14303,data\stop\784e281a_nohash_1.wav,stop
14304,data\stop\784e281a_nohash_2.wav,stop
14305,data\stop\78622c2b_nohash_0.wav,stop
14306,data\stop\7910d292_nohash_0.wav,stop
14307,data\stop\7910d292_nohash_1.wav,stop
14308,data\stop\7add4c5f_nohash_0.wav,stop
14309,data\stop\7add4c5f_nohash_1.wav,stop
14310,data\stop\7bae88ed_nohash_0.wav,stop
14311,data\stop\7be9f58a_nohash_0.wav,stop
14312,data\stop\7be9f58a_nohash_1.wav,stop
14313,data\stop\7c1d8533_nohash_0.wav,stop
14314,data\stop\7c1d8533_nohash_1.wav,stop
14315,data\stop\7c1d8533_nohash_2.wav,stop
14316,data\stop\7c1d8533_nohash_3.wav,stop
14317,data\stop\7c2a3fa4_nohash_0.wav,stop
14318,data\stop\7c2a3fa4_nohash_1.wav,stop
14319,data\stop\7c75a504_nohash_0.wav,stop
14320,data\stop\7c9b43f0_nohash_0.wav,stop
14321,data\stop\7cb5c0b7_nohash_0.wav,stop
